# CONCURRENCY.tsv — pre-decided Rust ownership/lock class for every long-lived mutable field in the daemon.
# Master plan §6.4. This is authoritative: port agents MUST use the `class` + `rust_type` here and never invent local locking.
# The data table starts after the "## Lock ordering" preamble, at the `ts_file<TAB>field` header row. TAB-separated.
#
# Classes (plan §6.4):
#   SINGLE_TASK — touched from exactly one spawned task (a session actor, a timer loop) → plain owned state in that task; no lock.
#   SHARED_MAP  — concurrent map keyed by id, mutated/read from many tasks → Arc<DashMap<K,V>> (default) or Arc<Mutex<HashMap>>.
#   PER_ENTITY  — per-chat mutable state (message list, permission FIFO, queued refs, plan-mode, inflight guards) → folded into
#                 one ChatState behind ONE per-chat lock: Arc<Mutex<ChatState>>. The registry that holds them is SHARED_MAP.
#   BROADCAST   — event fan-out (EventEmitter, per-connection sinks) → tokio::sync::broadcast::Sender / per-client mpsc.
#   DB          — persisted behind the Db handle (single rusqlite conn, WAL, spawn_blocking). No in-memory lock; the Db owns it.
#
# Verification note: every class below was checked against the cited mutation sites (grepped + read), NOT inferred from names.
#
# =====================================================================================================================
# ## Lock ordering
# =====================================================================================================================
#
# The JS daemon is single-threaded: `activeChats`, `queuedRefs`, `MessageCache`, `PermissionManager`, and `EventHandler.displayCache`
# are all mutated and read freely across route handlers, WS client-event handlers, session sinks, and timers with zero locking.
# The Rust port INTRODUCES shared-state concurrency (axum request tasks, WS reader tasks, per-session child-stdout reader tasks,
# and background timer tasks all touch this state). These rules make that safe. Break one and you get a deadlock or a race the
# JS version never had.
#
# 1. ONE lock per chat, and it is a LEAF. Fold the five chatId-keyed maps (ActiveChat, queuedRefs, message list, pending-permission
#    FIFO, interrupted flag, displayCache, plan-mode, inflight-load/start/interrupt guards, turnStartedAt) into a single
#    `ChatState` guarded by `Arc<Mutex<ChatState>>`. Do NOT give each its own lock — the JS code mutates several together per event
#    (see sendMessage / event-handler onResult), so separate locks would need multi-lock acquisition and could deadlock.
#
# 2. REGISTRY MAP BEFORE CHAT LOCK. `activeChats: Arc<DashMap<ChatId, Arc<Mutex<ChatState>>>>`. To touch a chat: look it up in the
#    DashMap, CLONE the Arc<Mutex<ChatState>>, DROP the DashMap guard (end the `get`/entry borrow), THEN `.lock()` the chat.
#    Never hold a DashMap shard guard while awaiting a chat lock — that pins a shard and deadlocks any other chat hashing to it.
#
# 3. NEVER HOLD THE CHAT LOCK ACROSS AN .await THAT EMITS EVENTS OR DOES SESSION I/O. This is the load-bearing rule. In TS,
#    `emitEvent(...)` and `session.sendMessage(...)` sit inline between state mutations. In Rust: (a) mutate/snapshot ChatState
#    under the guard, (b) DROP the guard, (c) then `emitEvent` (fans out to WS clients and can re-enter chat-manager) and `.await`
#    session stdin/spawn/kill/interrupt (awaits a child process). Holding the lock across either re-enters or blocks the actor and
#    deadlocks. The streaming hot path (message append + emitDisplay on every assistant block) MUST snapshot-under-lock then
#    emit-after-drop, or every token serializes the whole chat.
#
# 4. SESSION I/O OUTSIDE THE CHAT LOCK. The AdapterSession handle is `Arc`. Clone it out of ChatState under the lock, drop the
#    lock, then await session methods. Session-internal locks (control-channel `pending`, codex jsonrpc `pending`, approval
#    `pending`) are LEAVES BELOW the session handle — only reached via the session Arc, never while holding the chat registry.
#
# 5. MANAGER SIBLINGS ARE INDEPENDENT LEAVES. BackgroundTaskTracker, LaunchRegistry/LaunchManager, TunnelManager, LspManager,
#    PushService, FileWatcherService, AdapterRegistry, ExternalSessionService each own their own SHARED_MAP(s) and never nest with
#    each other. If a code path needs both a chat lock and a sibling map, take the sibling map operation FIRST or (preferred) do it
#    entirely outside the chat lock. Never acquire the chat lock while holding a sibling map guard.
#
# 6. GIT PROJECT-LOCK IS ORTHOGONAL. `project-lock` (per-project FIFO async mutex) is acquired only inside git write paths and is
#    never nested with the chat lock (disjoint code). Keep it that way: do not call git-write under a chat lock, nor lock a chat
#    while holding a project lock.
#
# 7. SET-BEFORE-EMIT ORDER IS PART OF THE CONTRACT. Where TS mutates a map then emits (AdapterRegistry.applyRefresh, tracker.end,
#    launch status), mutate the shared state BEFORE emitting so a panicking/blocked subscriber can't leave the cache un-updated.
#
# 8. NO MODULE-LEVEL MUTABLE STATE. Every field that is a TS module-level `const map = new Map()` (git project-lock, auth pairing
#    maps, external-session-cache, resolve-executable memo) becomes an injected `Arc<…>` owned by a struct. `lazy_static`/`static mut`
#    are forbidden (plan §7.4).
#
# 9. INFLIGHT/SINGLE-FLIGHT GUARDS use a shared future, not a bare lock. loadingChats/startingChats/interruptingChats (chat),
#    spawning (lsp), inFlight (adapter, workflow-run), aborts (workflow-run) dedupe concurrent callers onto ONE in-progress future.
#    Model as `futures::future::Shared<BoxFuture>` stored in the entity/map, or a per-entity `tokio::sync::Notify`. Do not
#    reimplement as a held Mutex across the whole operation (that serializes unrelated work and risks holding across await).
#
# =====================================================================================================================
# DATA TABLE
# =====================================================================================================================
ts_file	field	mutation_sites	read_sites	class	rust_type
# --- chat/ : the ChatManager state machine. The five chatId-keyed maps below FOLD INTO ONE ChatState per rule 1. ---
chat/chat-manager.ts	activeChats	lifecycle-manager.ts:95, lifecycle-manager.ts:365 (set on create/load), lifecycle-manager.ts:266,299 (delete on archive/end), chat-manager.ts:510 (delete on project removal)	Read on nearly every ChatManager method + event-handler getActiveChat callback + idle-scanner + config/permission/plan-mode handlers	SHARED_MAP	Arc<DashMap<ChatId, Arc<Mutex<ChatState>>>>  (ActiveChat{chat,session,turnStartedAt} → ChatState; the map is the registry, values are PER_ENTITY)
chat/chat-manager.ts	queuedRefs	chat-manager.ts:378 (set on send-while-busy), :399,:422,:432,:446 (delete on edit/cancel/processed/clearAll)	getQueuedForChat, editQueuedMessage, cancelQueuedMessage, event-handler onResult reconcile, websocket sendQueuedSnapshot	PER_ENTITY	fold into ChatState.queued_refs: HashMap<Uuid, QueuedMessageRef> (TS keys globally by uuid but always filters by chatId — make it per-chat)
chat/message-cache.ts	cache	message-cache.ts:15,29 (set/append), :21 (delete), :47,:57 (removeById/moveToEnd splice)	get (getMessages, event-handler onResult/onExit/onQueuedProcessed, permission restore), display pipeline	PER_ENTITY	fold into ChatState.messages: Vec<ChatMessage> (cap 2000). NOTE: the cross-chat LRU evict (MAX_CHATS=50, message-cache.ts:33) is a registry op — evict the oldest DashMap entry under rule 2 (map-before-chat), never while a chat lock is held
chat/permission-manager.ts	pendingPermissions	permission-manager.ts:29 (enqueue), :22,:37 (clear/shift delete), :75 (restorePendingPermission set)	getPending, hasPending, matchesPending (enrichChat displayStatus, permission-handler, plan-mode)	PER_ENTITY	fold into ChatState.pending_permissions: VecDeque<ControlRequest> (FIFO, front is active)
chat/permission-manager.ts	interruptedChats	permission-manager.ts:23 (clear delete), :44 (markInterrupted add), :48 (clearInterrupted delete)	event-handler onResult (clearInterrupted → reason='interrupted')	PER_ENTITY	fold into ChatState.interrupted: bool
chat/event-handler.ts	displayCache	display-emitter emitDisplayDelta (set per chat), event-handler.ts:109 clearDisplayCache (delete)	emitDisplayDelta diff base for every message.added/updated	PER_ENTITY	fold into ChatState.display_cache: Vec<DisplayMessage> (delta base; never shared cross-chat)
chat/event-handler.ts	pushService	event-handler.ts:69 setPushService (set-once at boot)	onPermission notify, onResult notify	SINGLE_TASK	Arc<PushService> injected at ChatManager construction (drop the late-bind setter; resolve the boot ordering by constructing PushService first)
chat/event-handler.ts	pendingFilePaths (sink closure)	event-handler.ts:163 set (onMessage), :206 delete (onToolResult)	onToolResult editedPaths lookup	SINGLE_TASK	local to the session sink → owned by that session's reader task (HashMap<String,String>), no lock
chat/event-handler.ts	pendingSubagentIds (sink closure)	event-handler.ts:166 add, :209 delete	onToolResult subagentCompleted	SINGLE_TASK	local to the session sink → owned HashSet<String> in the session reader task
chat/lifecycle-manager.ts	loadingChats	lifecycle-manager.ts:162 set, :166 delete (finally)	loadChat dedup, getMessages inflight await (chat-manager.ts:633)	PER_ENTITY	ChatState inflight guard: Shared<BoxFuture<()>> or per-chat tokio::sync::Mutex serializing load (rule 9)
chat/lifecycle-manager.ts	startingChats	lifecycle-manager.ts:181 set, :185 delete (finally)	startChat dedup, config-manager startingChats inflight check	PER_ENTITY	ChatState inflight guard: Shared<BoxFuture<()>> (rule 9)
chat/lifecycle-manager.ts	interruptingChats	lifecycle-manager.ts:200 set, :205,:213 delete (poll/timeout)	waitForInterrupt (sendMessage awaits before respawn, chat-manager.ts:267)	PER_ENTITY	ChatState.interrupting: Option<Shared<BoxFuture<()>>> — completes when child exits; sendMessage awaits it (rule 9). Replace the 50ms poll with the child's exit oneshot/Notify
chat/idle-scanner.ts	timer	idle-scanner.ts:26 set (start), :36 clear (stop)	scan loop reads activeChats + session.lastActivityAt/isSpawned	SINGLE_TASK	one spawned tokio task on tokio::time::interval; store JoinHandle for shutdown; reads the activeChats SHARED_MAP
chat/external-session-service.ts	scanIntervals	external-session-service.ts:131 set (startAutoScan), :139 delete (stopAutoScan)	startAutoScan/stopAutoScan/stopAll (routes + chat-manager project open/close)	SHARED_MAP	Arc<Mutex<HashMap<ProjectId, JoinHandle<()>>>> — each value is a spawned interval task; abort on stop
chat/external-session-service.ts	lastCounts	external-session-service.ts:154 set (emitCount), :140 delete (stopAutoScan)	emitCount dedup (only emit when total changed)	SHARED_MAP	Arc<Mutex<HashMap<ProjectId, u64>>> (or fold alongside scanIntervals under one Mutex)
# --- claude/codex sessions : per-session actors. Bulk parsing state is SINGLE_TASK; cross-task surfaces are called out. ---
plugins/builtin/claude/session.ts	ClaudeSessionState.{buffer,lastAssistantUsage,activeTasks,pendingPrCreates,pendingPrMutations,toolUseRegistry,skillPathCache,taskV2Events}	Mutated only in the session's stdout NDJSON reader / event handlers (events.ts)	Read by the same reader task + tests	SINGLE_TASK	owned inside the session's reader task; no lock. NDJSON parse state never leaves the task
